full_address,beds,baths,year_built,sq_ft_interior,sq_ft_lot,price,lat,long,zip_code,Actual,Predicted
4041 SALEM DR GARLAND TX 75043,3,2.0,1971,1261,7562,309027,32.8637892,-96.617767,75043,309027,246362
205 SUNFLOWER DR GARLAND TX 75041,2,1.0,1959,905,8185,261817,32.8828705,-96.628219,75041,261817,206318
10428 SANDRA LYNN DR DALLAS TX 75228,3,1.0,1955,1440,7658,261817,32.840997,-96.6595325,75228,261817,206318
4518 FREEPORT DR GARLAND TX 75043,4,2.0,1979,2183,9374,334605,32.8502947,-96.5618665,75043,334605,303695
1829 SHERWOOD LN CARROLLTON TX 75006,3,2.0,1970,1455,5998,334605,32.9665163,-96.8941475,75006,334605,303695
2204 SHARON DR GARLAND TX 75041,3,2.0,1952,1326,8904,302850,32.8900048,-96.6507624,75041,302850,254706
2913 RIDGEDALE DR GARLAND TX 75041,3,2.0,1964,2093,26489,344552,32.8800336,-96.6370685,75041,344552,321495
1209 BARD DR GARLAND TX 75040,3,2.0,1996,1556,7501,289145,32.9015613,-96.6122347,75040,289145,300486
3425 VISTA OAKS DR GARLAND TX 75043,3,2.0,1976,1760,7436,289145,32.8424782,-96.5789372,75043,289145,300486
1922 TIEHACK LN GARLAND TX 75044,3,2.0,1972,1344,7501,282664,32.9455528,-96.657276,75044,282664,284599
3401 QUEENSWOOD LN GARLAND TX 75040,3,2.5,1980,1971,8398,390405,32.9479517,-96.6309322,75040,390405,346189
233 GEORGETOWN DR GARLAND TX 75043,3,2.0,1971,1271,7562,243597,32.8658025,-96.6192873,75043,243597,247341
6005 GALAXIE RD GARLAND TX 75044,4,2.0,1981,2100,17890,386533,32.9710848,-96.6737315,75044,386533,368649
5802 HILTON HEAD DR GARLAND TX 75044,5,3.5,1996,3557,7396,626186,32.9669284,-96.6341463,75044,626186,632613
3842 COMMONWEALTH DR GARLAND TX 75043,4,1.0,1970,1246,9100,250160,32.8683798,-96.616992,75043,250160,231532
2800 OLD ORCHARD RD GARLAND TX 75041,3,1.0,1954,1233,10019,250160,32.8833933,-96.6431636,75041,250160,231532
4025 SALEM DR GARLAND TX 75043,3,1.5,1971,1519,7562,255080,32.864265,-96.618334,75043,255080,261771
4218 CARRINGTON DR GARLAND TX 75043,3,2.0,2003,1843,8294,347943,32.8582939,-96.5661491,75043,347943,337148
4501 COLGATE LN GARLAND TX 75042,3,2.0,1968,1204,9518,280598,32.9196494,-96.7006365,75042,280598,267157
4310 EGRET CT GARLAND TX 75043,5,4.5,2021,4286,10224,756490,32.8699072,-96.5922078,75043,756490,670447
3022 POTOMAC DR GARLAND TX 75042,4,2.0,1974,1638,7039,340486,32.9287516,-96.6738568,75042,340486,321420
1709 POTOMAC PL GARLAND TX 75042,3,2.0,1975,1322,10359,278717,32.9295745,-96.6748592,75042,278717,287552
1310 FLAMINGO LN GARLAND TX 75042,3,1.5,1955,1566,8377,279647,32.9019407,-96.659615,75042,279647,272085
4210 HARTFORD DR GARLAND TX 75043,3,2.0,1973,1595,7013,275942,32.8616276,-96.6168288,75043,275942,281166
4002 COMMONWEALTH DR GARLAND TX 75043,3,2.0,1970,1678,9100,313194,32.8685053,-96.6154479,75043,313194,286117
3925 PROVIDENCE DR GARLAND TX 75043,3,1.5,1971,1246,7440,189463,32.8660765,-96.6175848,75043,189463,235051
618 RIVERCOVE DR GARLAND TX 75044,3,2.0,1995,1722,7684,357331,32.9639298,-96.6336872,75044,357331,341952
6001 MARTIE LN GARLAND TX 75043,3,2.0,1976,1319,7370,270063,32.8426508,-96.5691846,75043,270063,257324
513 VALENCIA DR GARLAND TX 75041,3,2.0,1957,2126,12419,380513,32.8855324,-96.6368574,75041,380513,317519
317 IVY WAY  GARLAND TX 75043,3,2.0,1973,1525,7013,277978,32.8615326,-96.6139029,75043,277978,274315
4527 FOREST BEND CT GARLAND TX 75040,3,2.0,2011,1883,5902,422909,32.9550866,-96.6348805,75040,422909,360504
5813 RIDGECOVE DR GARLAND TX 75043,3,2.0,1976,1444,7318,289687,32.8447279,-96.5680587,75043,289687,269558
5617 RIDGECOVE DR GARLAND TX 75043,3,2.0,1976,1444,9226,293853,32.8469124,-96.5673915,75043,293853,269556
604 OAK ST GARLAND TX 75040,3,2.0,2014,1560,9239,356483,32.9020473,-96.6378199,75040,356483,332059
1704 HIGHGATE PL GARLAND TX 75044,4,2.5,1985,1688,3093,347553,32.948276,-96.6536853,75044,347553,332254
5313 BARCELONA DR GARLAND TX 75043,3,2.0,1975,2556,7148,300369,32.8510065,-96.6301886,75043,300369,377336
2010 HIGHWOOD DR GARLAND TX 75041,3,2.0,1983,1244,6865,271029,32.8936374,-96.6196334,75041,271029,277044
2109 HIGH BLUFF DR GARLAND TX 75041,3,2.0,1983,1249,6865,260154,32.892378,-96.6192456,75041,260154,277408
622 SEVILLA DR GARLAND TX 75043,4,2.0,1975,2204,7148,320310,32.8525671,-96.6290309,75043,320310,346528
609 SEVILLA DR GARLAND TX 75043,3,2.0,1975,2112,8581,317017,32.8531522,-96.6287616,75043,317017,333879
625 SEVILLA DR GARLAND TX 75043,3,2.0,1975,1794,7148,294634,32.8528959,-96.6296006,75043,294634,302757
628 REINOSA DR GARLAND TX 75043,3,2.0,1975,1964,11814,312075,32.8554451,-96.6310156,75043,312075,319391
3210 KINGSWOOD DR GARLAND TX 75040,3,2.0,1984,1917,8398,351369,32.9481412,-96.6290121,75040,351369,335290
1112 PARKWAY DR GARLAND TX 75040,2,1.0,1949,2142,12750,279511,32.9025233,-96.6371102,75040,279511,296983
704 EDGEFIELD DR GARLAND TX 75040,2,1.0,1949,1292,10498,218351,32.904782,-96.6391558,75040,218351,223503
314 GLENFIELD DR GARLAND TX 75040,2,1.0,1955,884,8194,193449,32.89585,-96.6267228,75040,193449,201668
320 KINGSBRIDGE DR GARLAND TX 75040,3,2.0,1981,1727,8398,361593,32.9452383,-96.6325184,75040,361593,313523
604 BELMONT DR GARLAND TX 75040,2,1.0,1949,830,9252,204856,32.9037875,-96.6380704,75040,204856,194797
716 OAK ST GARLAND TX 75040,2,1.0,1950,829,10350,179806,32.902068,-96.6399072,75040,179806,195344
1202 HIGH COUNTRY DR GARLAND TX 75041,3,2.0,1983,1249,7196,273970,32.891086,-96.6154897,75041,273970,277408
4606 SPINNAKER COVE  GARLAND TX 75043,3,2.0,2004,2042,348480,343113,32.8604629,-96.5574465,75043,343113,357382
1705 MELROSE ST GARLAND TX 75042,3,2.0,1972,1776,7562,318105,32.9275856,-96.6529755,75042,318105,324932
1921 MELROSE ST GARLAND TX 75042,3,2.0,1972,1899,9840,326084,32.927842,-96.657043,75042,326084,336174
6509 LIMERICK LN GARLAND TX 75044,4,3.0,1989,2823,9500,485629,32.9760047,-96.6205307,75044,485629,506402
6605 LYNCH LN GARLAND TX 75044,3,2.5,1993,2651,12510,463858,32.9751501,-96.6232731,75044,463858,477452
1437 LAKEWOOD DR GARLAND TX 75042,3,2.0,1947,1123,10049,236149,32.9173707,-96.6505537,75042,236149,236879
1417 LAKEWOOD DR GARLAND TX 75042,2,1.0,1947,1173,10049,216112,32.9173986,-96.6493413,75042,216112,219125
1413 LAKEWOOD DR GARLAND TX 75042,2,2.0,1947,1123,10049,226001,32.9173608,-96.6490923,75042,226001,231592
1441 W WALNUT ST GARLAND TX 75042,3,2.0,1950,1351,9827,251799,32.9165312,-96.6507895,75042,251799,255884
354 LOS SANTOS DR GARLAND TX 75043,4,2.0,1978,1961,8063,312992,32.8580531,-96.6257208,75043,312992,325915
1013 BELMONT DR GARLAND TX 75040,2,1.0,1949,820,8751,193572,32.9036262,-96.6402829,75040,193572,194253
617 BELMONT DR GARLAND TX 75040,2,1.0,1949,787,10498,220772,32.9041905,-96.6387383,75040,220772,192456
5337 HEATHER GLEN DR GARLAND TX 75043,3,2.0,1976,1874,7148,306038,32.855638,-96.6286156,75043,306038,311644
5341 HEATHER GLEN DR GARLAND TX 75043,3,2.0,1976,1760,7148,325325,32.8556513,-96.6283651,75043,325325,300486
1522 REDBIRD DR GARLAND TX 75043,4,3.5,2017,3734,9496,622337,32.8673831,-96.593501,75043,622337,570195
4506 S COUNTRY CLUB RD GARLAND TX 75043,5,4.0,2016,3898,8760,587183,32.8671639,-96.5926667,75043,587183,598676
4001 KEELE DR GARLAND TX 75041,5,3.0,1973,2767,17398,425984,32.8690703,-96.6399698,75041,425984,408822
317 LOS SANTOS DR GARLAND TX 75043,3,2.0,1978,1664,7148,355109,32.8575681,-96.6238633,75043,355109,293204
5029 WILLOWHAVEN CIR GARLAND TX 75043,4,2.5,1978,2520,7588,385140,32.8558359,-96.6265327,75043,385140,390470
5102 WOODMEADOW DR GARLAND TX 75043,4,2.0,1980,1591,6804,293753,32.8551274,-96.6241278,75043,293753,291818
1105 FOREST RIDGE DR GARLAND TX 75042,4,3.0,1963,1092,7200,276910,32.9236262,-96.7054641,75042,276910,277042
5026 WILDBRIAR DR GARLAND TX 75043,5,2.0,1969,1758,9945,348166,32.8592855,-96.634689,75043,348166,300176
5022 WILDBRIAR DR GARLAND TX 75043,3,2.0,1969,1759,7802,304346,32.8594937,-96.6348977,75043,304346,292989
1022 CURTIS DR GARLAND TX 75040,3,1.5,1970,1386,8699,239195,32.9029033,-96.6159563,75040,239195,259098
510 MOONLIGHT DR GARLAND TX 75040,4,2.0,1963,1308,12998,239195,32.9259175,-96.6249634,75040,239195,259098
5339 EL TORRO ST DALLAS TX 75236,3,2.0,2003,1201,4813,239195,32.6864585,-96.917119,75236,239195,259098
1514 RUNNING RIVER RD GARLAND TX 75044,4,3.0,1971,2127,7976,316460,32.9431682,-96.6514135,75044,316460,378071
2718 FOXCROFT LN GARLAND TX 75044,3,2.0,1971,999,8102,243727,32.9425799,-96.6505132,75044,243727,259246
1406 SURREY CT GARLAND TX 75043,4,2.5,1970,2350,12798,400190,32.8761745,-96.606831,75043,400190,365371
1710 GOLIAD DR GARLAND TX 75042,3,2.0,1974,1538,8398,292863,32.9288306,-96.6526414,75042,292863,305923
1513 REDBIRD DR GARLAND TX 75043,5,4.0,2016,4126,9914,614163,32.8675716,-96.594085,75043,614163,626643
2421 HICKEY DR GARLAND TX 75043,5,4.5,2021,3944,10350,737922,32.8724674,-96.5906435,75043,737922,622327
2425 HICKEY DR GARLAND TX 75043,5,4.5,2020,3714,10350,642603,32.8725683,-96.5903932,75043,642603,594737
213 RUSTIC RIDGE DR GARLAND TX 75040,3,2.0,1981,1988,8398,355083,32.9491117,-96.6330193,75040,355083,339068
501 EDGEFIELD DR GARLAND TX 75040,3,2.0,2015,1254,14000,300894,32.9051625,-96.6369432,75040,300894,303162
1935 GEARY ST GARLAND TX 75043,3,2.0,1986,1695,4800,338132,32.8616544,-96.5775661,75043,338132,304697
1925 VAIL DR GARLAND TX 75044,3,2.0,1974,1297,7318,282258,32.9502675,-96.6574864,75044,282258,301084
1214 ELSMERE DR DUNCANVILLE TX 75116,3,2.0,1962,1914,21780,282258,32.6524244,-96.9369112,75116,282258,301084
1914 ASPEN LN GARLAND TX 75044,3,2.0,1972,1582,7318,300698,32.9506534,-96.6569444,75044,300698,301439
1917 STEAMBOAT SPRINGS DR GARLAND TX 75044,4,2.0,1972,1611,7318,291462,32.94942,-96.6571078,75044,291462,302405
2002 VAIL DR GARLAND TX 75044,4,2.0,1972,1723,7318,306507,32.9498249,-96.6579237,75044,306507,310330
2114 STEAMBOAT SPRINGS DR GARLAND TX 75044,3,2.0,1975,1434,4269,311154,32.9490265,-96.6598803,75044,311154,293789
1617 BRUCE DR GARLAND TX 75043,3,2.0,2020,1742,9200,248164,32.8637211,-96.6055584,75043,248164,345232
4502 LAKEWAY DR GARLAND TX 75043,3,2.0,2016,1625,8895,303785,32.8426531,-96.5621146,75043,303785,329553
4502 LAKEWAY DR GARLAND TX 75043,3,2.0,2016,1625,8895,303785,32.8426531,-96.5621146,75043,303785,281289
3102 KELLIE ST SACHSE TX 75048,3,2.0,1985,1214,8999,303785,32.9811729,-96.5942169,75048,303785,329553
3102 KELLIE ST SACHSE TX 75048,3,2.0,1985,1214,8999,303785,32.9811729,-96.5942169,75048,303785,281289
1 DUNROBIN  GARLAND TX 75044,5,5.0,2002,6222,19384,1312467,32.9837521,-96.6221462,75044,1312467,1066699
1406 WAGON WHEEL RD GARLAND TX 75044,3,2.0,1968,1254,7022,260964,32.9388613,-96.6487583,75044,260964,274468
1814 RUNNING RIVER RD GARLAND TX 75044,3,1.5,1972,1038,9313,235422,32.9422476,-96.6549798,75044,235422,255630
1718 INDIAN SCHOOL RD GARLAND TX 75044,3,1.5,1970,1148,7619,271941,32.9408749,-96.6536018,75044,271941,261533
1705 INDIAN SCHOOL RD GARLAND TX 75044,3,2.0,1970,1018,7619,257198,32.9413769,-96.653226,75044,257198,259650
1426 KNOB HILL DR GARLAND TX 75043,3,2.0,1994,1665,11204,322701,32.8582448,-96.5829806,75043,322701,310211
1609 BUENA VISTA AVE GARLAND TX 75043,3,2.0,1985,2096,7510,361923,32.860525,-96.583087,75043,361923,342885
1833 KNOB HILL DR GARLAND TX 75043,4,2.0,1986,1899,8120,326967,32.8616557,-96.5812516,75043,326967,328303
2718 PRINCEWOOD DR GARLAND TX 75040,3,2.0,1986,1740,8168,322924,32.9461338,-96.6255477,75040,322924,320080
2802 PRINCEWOOD DR GARLAND TX 75040,3,2.0,1986,1717,8407,331445,32.9464933,-96.6253808,75040,331445,317829
2810 PRINCEWOOD DR GARLAND TX 75040,3,2.0,1986,1740,8102,321070,32.9468527,-96.6252138,75040,321070,320080
2809 HAMPSHIRE DR GARLAND TX 75040,3,2.0,1986,1772,8032,339369,32.9462262,-96.6247702,75040,339369,323212
2809 HAMPSHIRE DR GARLAND TX 75040,3,2.0,1986,1772,8032,339369,32.9462262,-96.6247702,75040,339369,299090
510 N GREENSTONE LN DUNCANVILLE TX 75116,3,2.0,1978,1702,17990,339369,32.6579738,-96.9318787,75116,339369,323212
510 N GREENSTONE LN DUNCANVILLE TX 75116,3,2.0,1978,1702,17990,339369,32.6579738,-96.9318787,75116,339369,299090
4401 WILLET LN GARLAND TX 75043,4,2.0,2013,2358,13778,449731,32.8658855,-96.5967079,75043,449731,401762
4509 WILLET LN GARLAND TX 75043,6,3.5,2008,4303,10241,583840,32.8647525,-96.595566,75043,583840,629817
4522 WILLET LN GARLAND TX 75043,5,3.5,2014,3699,10267,551079,32.8645491,-96.5946614,75043,551079,567242
4902 WILDBRIAR DR GARLAND TX 75043,3,2.0,1970,1345,7318,257979,32.8617779,-96.6372718,75043,257979,253526
325 VALLEY COVE DR GARLAND TX 75043,3,2.0,1970,1413,12881,307365,32.8658973,-96.6326807,75043,307365,260177
473 CLEARFIELD DR GARLAND TX 75043,4,2.0,1970,1781,10080,296120,32.8584312,-96.6326018,75043,296120,299840
641 STROUD LN GARLAND TX 75043,3,2.0,1971,1520,9962,296120,32.8475502,-96.6252138,75043,296120,299840
4413 WILLET LN GARLAND TX 75043,4,2.5,2009,2284,9265,449868,32.865442,-96.5962127,75043,449868,400138
1410 E OATES RD GARLAND TX 75043,4,3.5,2014,4024,9130,619642,32.8650236,-96.5933341,75043,619642,595408
4917 PORTOLA DR GARLAND TX 75043,3,2.0,1986,2144,7148,338752,32.8591877,-96.582598,75043,338752,348640
1117 SANDERLING DR GARLAND TX 75043,4,4.0,2013,2904,8603,486834,32.8654638,-96.5974643,75043,486834,494576
434 EDGEMERE DR GARLAND TX 75043,3,2.0,1981,1769,10659,311305,32.8486141,-96.6183692,75043,311305,306649
408 LARCHBROOK DR GARLAND TX 75043,3,2.0,1981,2095,11835,350833,32.8500834,-96.6187865,75043,350833,338555
304 DORAL PL GARLAND TX 75043,3,2.0,1981,1940,6669,344500,32.8519315,-96.6191101,75043,344500,323389
405 DORAL PL GARLAND TX 75043,3,2.0,1981,1948,7706,334707,32.8507584,-96.620122,75043,334707,324171
318 CLEARFIELD DR GARLAND TX 75043,3,2.0,1970,1316,8120,264979,32.8618323,-96.6280103,75043,264979,250687
1120 AVE A  GARLAND TX 75040,2,1.0,1949,1310,5998,276360,32.9116456,-96.6444971,75040,276360,224829
5720 CORNERSTONE DR GARLAND TX 75043,3,2.0,1981,2100,9827,334285,32.8499935,-96.6155116,75043,334285,339046
3713 ABLON TRL GARLAND TX 75043,3,2.0,2004,1812,8041,372829,32.8375483,-96.5757112,75043,372829,335171
1237 GARDENGATE CIR GARLAND TX 75043,3,2.5,1974,1950,13626,302870,32.8739401,-96.6113584,75043,302870,326805
2814 KNIGHTSBRIDGE LN GARLAND TX 75043,4,2.5,2000,2403,9640,411180,32.8901425,-96.6034722,75043,411180,402271
5134 PRESIDIO DR GARLAND TX 75043,3,2.0,1978,1822,10350,320019,32.8546008,-96.6260195,75043,320019,308666
4902 WILLOWHAVEN CIR GARLAND TX 75043,3,2.0,1979,2076,8250,328976,32.8555867,-96.6241389,75043,328976,334584
226 LOS SANTOS DR GARLAND TX 75043,2,2.0,1979,1794,14039,277318,32.8565245,-96.6232953,75043,277318,303335
4517 MERLIN DR GARLAND TX 75043,5,4.0,2013,4172,8882,575867,32.8651517,-96.5946482,75043,575867,627966
1414 STONY BROOK LN GARLAND TX 75043,4,3.5,1968,3436,12502,414708,32.8741823,-96.6076029,75043,414708,489232
4522 GANNET LN GARLAND TX 75043,4,3.5,2010,3313,8329,505913,32.8634893,-96.5961389,75043,505913,521593
426 CLOVERDALE LN GARLAND TX 75043,3,2.0,1970,1188,8398,275628,32.8626138,-96.6356074,75043,275628,238159
405 ROLLINGRIDGE LN GARLAND TX 75043,3,2.0,1969,1722,7318,251520,32.8630744,-96.6343574,75043,251520,289368
706 TICONDEROGA DR GARLAND TX 75043,3,2.0,1972,1472,2509,225576,32.8617115,-96.6392674,75043,225576,268075
716 TICONDEROGA DR GARLAND TX 75043,4,2.0,1973,1572,2509,240503,32.861401,-96.63964,75043,240503,282563
4806 WINDWARD PASSAGE  GARLAND TX 75043,3,2.0,1972,1572,2509,233844,32.8621701,-96.63899,75043,233844,277862
3833 COMMONWEALTH DR GARLAND TX 75043,4,2.0,1971,1528,8969,321446,32.8681715,-96.6176337,75043,321446,276136
3916 PROVIDENCE DR GARLAND TX 75043,3,2.0,1971,1519,7684,278901,32.8666726,-96.6177026,75043,278901,271613
3929 CAMBRIDGE DR GARLAND TX 75043,3,2.0,1971,1264,7440,218150,32.866428,-96.6165712,75043,218150,246656
713 BARUNA CIR GARLAND TX 75043,2,1.5,1972,1120,2509,196952,32.860269,-96.639832,75043,196952,220137
705 BARUNA CIR GARLAND TX 75043,2,1.5,1972,1120,2509,196972,32.8600714,-96.6400951,75043,196972,220137
5718 KERRY LN GARLAND TX 75043,3,2.0,1976,1630,7318,310845,32.8450651,-96.564139,75043,310845,287763
757 MEADOWCREEK CT GARLAND TX 75043,2,2.0,1984,1373,5158,290543,32.8534288,-96.633652,75043,290543,267424
765 MEADOWCREEK CT GARLAND TX 75043,2,2.0,1984,1328,5793,265287,32.8529834,-96.6336006,75043,265287,263019
737 TICONDEROGA DR GARLAND TX 75043,4,2.0,1973,1572,2840,234940,32.860901,-96.640745,75043,234940,282562
4839 SPINDRIFT PASSAGE  GARLAND TX 75043,3,2.0,1972,1220,2840,213268,32.8594451,-96.639949,75043,213268,243410
222 E DAUGHERTY DR GARLAND TX 75041,2,1.0,1955,972,7318,213268,32.8904888,-96.6284277,75041,213268,243410
5406 VINEWOOD DR GARLAND TX 75043,3,2.0,1981,1905,15699,322037,32.8533589,-96.621541,75043,322037,319955
3721 COMMONWEALTH DR GARLAND TX 75043,3,2.0,1970,1875,8189,314235,32.8691989,-96.6197464,75043,314235,305399
305 SPRINGBRANCH DR GARLAND TX 75043,3,2.0,1971,1289,8773,252140,32.867891,-96.6212193,75043,252140,249101
5310 GULFPORT DR GARLAND TX 75043,3,1.0,1979,1822,9374,289460,32.850119,-96.5601986,75043,289460,290038
5305 OCEANPORT DR GARLAND TX 75043,3,2.0,1984,1744,8751,313266,32.8528349,-96.5581765,75043,313266,307375
2014 ASPEN LN GARLAND TX 75044,4,2.0,1972,1966,7318,326121,32.9506757,-96.6585154,75044,326121,333987
613 JAMESTOWN DR GARLAND TX 75043,3,2.0,1971,1486,9100,284826,32.8706825,-96.6159489,75043,284826,268382
526 YORKTOWN DR GARLAND TX 75043,3,2.0,1971,1528,9100,289351,32.868924,-96.6158235,75043,289351,272493
2213 HICKEY DR GARLAND TX 75043,4,2.5,2021,3930,10062,703492,32.8698533,-96.593647,75043,703492,573921
1122 HIGH MEADOW DR GARLAND TX 75040,4,1.5,1970,1305,12959,233624,32.9012368,-96.6183692,75040,233624,256699
2406 SAHARAH DR GARLAND TX 75044,3,2.0,1979,1697,7440,315629,32.9426501,-96.6638747,75044,315629,316161
2406 SAHARAH DR GARLAND TX 75044,3,2.0,1979,1697,7440,315629,32.9426501,-96.6638747,75044,315629,309719
4613 FREEPORT DR GARLAND TX 75043,3,2.0,1979,1822,14876,315629,32.8508045,-96.5609283,75043,315629,316161
4613 FREEPORT DR GARLAND TX 75043,3,2.0,1979,1822,14876,315629,32.8508045,-96.5609283,75043,315629,309719
4804 WINDWARD PASSAGE  GARLAND TX 75043,3,2.0,1972,1220,2509,212953,32.8622803,-96.6391071,75043,212953,243411
709 INTREPID DR GARLAND TX 75043,4,2.0,1972,1572,2509,233856,32.8600312,-96.6375925,75043,233856,281506
729 VALIANT CIR GARLAND TX 75043,3,2.0,1972,1220,2509,209103,32.859932,-96.638387,75043,209103,243411
601 JAMESTOWN DR GARLAND TX 75043,3,1.0,1971,1232,10010,233836,32.8702065,-96.6164495,75043,233836,223836
3801 NIAGARA ST GARLAND TX 75041,4,2.5,1976,2501,15599,418067,32.8706189,-96.6388844,75041,418067,377183
1418 BLUEBIRD LN GARLAND TX 75042,4,2.5,1955,1818,8377,296381,32.9002844,-96.6586127,75042,296381,322104
1410 BLUEBIRD LN GARLAND TX 75042,3,2.0,1955,1888,8377,292336,32.9006868,-96.6586112,75042,292336,311832
1318 SWALLOW LN GARLAND TX 75042,3,2.0,1957,2152,10860,344915,32.9008661,-96.66067,75042,344915,338707
1221 PATRICIA LN GARLAND TX 75042,3,2.0,1959,1727,9583,346797,32.9025705,-96.6642505,75042,346797,302607
2349 MOCKINGBIRD LN GARLAND TX 75042,3,2.0,1957,1496,12001,293001,32.8998205,-96.6632064,75042,293001,278746
5510 CORONADO DR GARLAND TX 75043,3,2.0,1981,2138,8638,354184,32.8522804,-96.6203724,75043,354184,342766
5517 CORONADO DR GARLAND TX 75043,3,2.0,1981,1998,10999,331716,32.8530282,-96.6203307,75043,331716,329062
205 TRAILRIDGE DR GARLAND TX 75043,3,2.0,1971,1271,7200,254440,32.8678054,-96.6228766,75043,254440,247341
209 TRAILRIDGE DR GARLAND TX 75043,3,2.0,1971,1280,7200,229660,32.8678997,-96.6227514,75043,229660,248222
711 INTREPID DR GARLAND TX 75043,3,2.0,1972,1472,2509,227413,32.8599753,-96.6376582,75043,227413,268075
2526 GRASMERE ST GARLAND TX 75040,4,2.0,1988,2536,7658,467779,32.9396842,-96.6409718,75040,467779,403745
2617 ROCHDALE ST GARLAND TX 75040,3,2.0,1991,2818,11308,460093,32.9409636,-96.6428713,75040,460093,430870
2626 PRINCEWOOD DR GARLAND TX 75040,3,2.0,1985,1990,13033,414387,32.9436874,-96.6278851,75040,414387,343487
234 COLONEL DR GARLAND TX 75043,3,2.0,1971,1572,7318,241334,32.868891,-96.6222505,75043,241334,276801
763 MEADOWCREEK CT GARLAND TX 75043,4,3.0,1984,1804,4866,322334,32.853092,-96.6336214,75043,322334,336580
706 BARUNA CIR GARLAND TX 75043,2,1.0,1972,1018,2428,204820,32.859808,-96.639901,75043,204820,200604
739 ARROWHEAD CIR GARLAND TX 75043,4,2.0,1972,1572,2509,266954,32.8598325,-96.6395341,75043,266954,281506
3806 NEWPORT DR GARLAND TX 75043,3,1.5,1970,1519,7562,244830,32.868438,-96.6134031,75043,244830,260714
501 JAMESTOWN DR GARLAND TX 75043,4,2.0,1971,1839,9100,293251,32.8695506,-96.6172424,75043,293251,306575
501 JAMESTOWN DR GARLAND TX 75043,4,2.0,1971,1839,9100,293251,32.8695506,-96.6172424,75043,293251,278332
1510 MADERA DR GARLAND TX 75040,3,1.5,1971,1576,7501,293251,32.9166517,-96.607895,75040,293251,306575
1510 MADERA DR GARLAND TX 75040,3,1.5,1971,1576,7501,293251,32.9166517,-96.607895,75040,293251,278332
3914 CAMBRIDGE DR GARLAND TX 75043,3,1.0,1970,1256,7876,207283,32.8671682,-96.6168292,75043,207283,225130
4002 PROVIDENCE DR GARLAND TX 75043,4,2.0,1971,1807,7440,293940,32.8658613,-96.6166737,75043,293940,303444
2529 RIDGEMEADE DR GARLAND TX 75040,4,3.0,1993,2608,11164,444953,32.939991,-96.6477675,75040,444953,435760
719 VALIANT CIR GARLAND TX 75043,2,1.0,1972,882,2509,181850,32.860191,-96.6387248,75043,181850,189102
1314 FLAMINGO LN GARLAND TX 75042,3,2.0,1957,1096,8377,277630,32.901784,-96.6596776,75042,277630,242700
517 SAN PEDRO DR GARLAND TX 75043,3,2.0,1977,1794,9021,312260,32.8576743,-96.6280935,75043,312260,304869
806 TORRANCE DR GARLAND TX 75040,3,2.0,1978,1817,7706,358839,32.9481081,-96.6386961,75040,358839,319161
613 SEVILLA DR GARLAND TX 75043,3,2.0,1975,1794,8581,320258,32.8530062,-96.6289739,75043,320258,302756
509 REINOSA DR GARLAND TX 75043,3,2.0,1976,1930,7148,318687,32.8552861,-96.6285318,75043,318687,317125
1201 S 5TH ST GARLAND TX 75040,2,1.0,1949,1036,8499,216259,32.9022036,-96.6365258,75040,216259,206096
2322 HILLVIEW DR GARLAND TX 75043,4,3.5,2017,2385,5645,454274,32.8643268,-96.5740638,75043,454274,438168
402 CLOVERDALE LN GARLAND TX 75043,4,2.0,1970,1510,8747,304749,32.8634935,-96.6347307,75043,304749,273318
905 SARA DUNN DR GARLAND TX 75042,3,2.0,1986,1990,18748,267273,32.9196577,-96.6578193,75042,267273,363708
117 COLONEL DR GARLAND TX 75043,3,2.0,1978,1727,15982,333496,32.8672147,-96.6249217,75043,333496,299363
4325 GULLS LANDING CIR GARLAND TX 75043,4,3.5,2020,3044,11570,556299,32.8706487,-96.588954,75043,556299,505832
4329 GULLS LANDING CIR GARLAND TX 75043,4,4.0,2021,4042,10620,724829,32.8704645,-96.5891209,75043,724829,618693
1226 ORIOLE LN GARLAND TX 75042,3,1.5,1958,1384,8228,262724,32.9026634,-96.6575688,75042,262724,259568
1222 ORIOLE LN GARLAND TX 75042,3,2.0,1956,1168,8250,303972,32.9028388,-96.6575688,75042,303972,247394
614 SAN CARLOS DR GARLAND TX 75043,4,2.0,1977,2228,8246,344037,32.8532768,-96.6297217,75043,344037,350990
510 REINOSA DR GARLAND TX 75043,3,2.0,1977,1598,9100,298750,32.8548359,-96.6283853,75043,298750,285686
541 SAN CARLOS DR GARLAND TX 75043,4,3.0,1979,1996,8451,298481,32.8543456,-96.6277599,75043,298481,350083
5305 HEATHER GLEN DR GARLAND TX 75043,3,2.0,1975,1760,7039,312026,32.8560115,-96.6302809,75043,312026,299429
1210 SWALLOW LN GARLAND TX 75042,3,2.0,1959,2442,10293,366377,32.9031435,-96.6606703,75042,366377,367960
2738 DUKESWOOD DR GARLAND TX 75040,3,2.0,1990,1658,7227,329327,32.9409966,-96.624814,75040,329327,316284
1405 SPRINGVIEW DR GARLAND TX 75040,3,2.0,1993,1453,5001,309574,32.9026407,-96.6092303,75040,309574,299393
329 LOS SANTOS DR GARLAND TX 75043,3,2.0,1979,1939,9021,315816,32.8576289,-96.6245085,75043,315816,321175
5130 WOOD CREEK LN GARLAND TX 75044,3,2.0,1988,1874,7022,361402,32.9646231,-96.6354821,75044,361402,349515
