full_address,beds,baths,year_built,sq_ft_interior,sq_ft_lot,price,lat,long,zip_code
413 MONICA DR GARLAND TX 75041,3,2.0,1958,1224,7257,228868,32.8865456,-96.6268762,75041
302 E CELESTE DR GARLAND TX 75041,3,2.0,1952,1225,8825,251466,32.8870889,-96.6287202,75041
402 MONICA DR GARLAND TX 75041,3,2.0,1958,1344,7200,271179,32.8861424,-96.6274539,75041
406 MONICA DR GARLAND TX 75041,3,1.0,1958,1335,7200,247942,32.8861239,-96.6272672,75041
1909 MESA CT GARLAND TX 75040,3,2.0,1993,1753,15860,344293,32.8975063,-96.6035139,75040
602 MCLEMORE DR GARLAND TX 75040,2,1.0,1955,1254,8102,214818,32.895173,-96.6378252,75040
617 W MILLER RD GARLAND TX 75041,2,1.0,1955,1173,9248,237983,32.8946926,-96.6385695,75041
502 MORRIS DR GARLAND TX 75040,3,2.0,1955,1638,9043,291284,32.8959833,-96.6366268,75040
605 MCLEMORE DR GARLAND TX 75040,2,1.0,1955,984,8102,212204,32.8955938,-96.6379869,75040
2017 VICTORIA DR GARLAND TX 75040,3,1.5,1970,938,7079,232329,32.931744,-96.6339759,75040
613 MORRIS DR GARLAND TX 75040,4,2.0,1955,1240,8102,228646,32.8964857,-96.6385296,75040
713 MCLEMORE DR GARLAND TX 75040,2,1.0,1955,964,8102,211825,32.8955929,-96.6396567,75040
729 MCLEMORE DR GARLAND TX 75040,2,1.0,1955,1309,8102,254680,32.8957795,-96.6404122,75040
1714 RUSSELL DR GARLAND TX 75040,3,1.0,1959,1355,7200,248572,32.8972306,-96.6418295,75040
1726 RUSSELL DR GARLAND TX 75040,3,1.0,1959,1040,7802,216347,32.8966715,-96.6418886,75040
805 ARMSTRONG DR GARLAND TX 75040,4,2.0,1959,1296,7318,247315,32.8982007,-96.6409092,75040
1610 RUSSELL DR GARLAND TX 75040,4,1.0,1960,1305,8847,254429,32.8985748,-96.6421199,75040
909 RUSSELL DR GARLAND TX 75040,3,1.5,1960,1560,7013,237724,32.9007885,-96.6425373,75040
905 RUSSELL DR GARLAND TX 75040,3,1.5,1960,1450,8751,257687,32.9006681,-96.6423286,75040
2034 SAGE DR GARLAND TX 75040,3,2.0,1987,1501,9074,319070,32.9305109,-96.6056627,75040
1702 KINGSBRIDGE DR GARLAND TX 75044,3,2.0,1973,1510,9601,286407,32.9345628,-96.6528084,75044
1417 KINGSBRIDGE DR GARLAND TX 75044,4,2.0,1975,2059,8703,328681,32.9346623,-96.6494254,75044
1509 KINGSBRIDGE DR GARLAND TX 75044,3,2.0,1976,1769,7440,323155,32.9348625,-96.6504702,75044
1614 LEICESTER ST GARLAND TX 75044,3,2.0,1977,1819,9601,327503,32.9353991,-96.6523282,75044
1422 LEICESTER ST GARLAND TX 75044,3,2.0,1977,1633,7379,349548,32.935092,-96.649653,75044
1417 LEICESTER ST GARLAND TX 75044,4,2.0,1977,2389,10703,330931,32.9356193,-96.6494118,75044
1421 LEICESTER ST GARLAND TX 75044,5,2.5,1977,2345,10703,341730,32.9356235,-96.6496306,75044
1529 LEICESTER ST GARLAND TX 75044,3,2.0,1977,2082,7680,325332,32.9358566,-96.6515558,75044
1601 LEICESTER ST GARLAND TX 75044,3,2.0,1977,1826,7680,314152,32.9358477,-96.6517228,75044
1801 LEICESTER ST GARLAND TX 75044,3,2.0,1975,2181,7562,336162,32.9358752,-96.6546822,75044
1734 LEICESTER ST GARLAND TX 75044,3,2.0,1977,1529,7562,295468,32.9353942,-96.6544787,75044
1305 ONTARIO DR GARLAND TX 75040,3,2.0,1975,1348,7802,268803,32.9255076,-96.6153228,75040
3118 MARILEE DR GARLAND TX 75043,3,2.5,1980,2116,17820,360964,32.8786881,-96.6078116,75043
509 DORAL PL GARLAND TX 75043,3,2.0,1977,1584,7362,280201,32.8494047,-96.6216662,75043
541 DORAL PL GARLAND TX 75043,3,2.0,1977,1718,7614,280797,32.848334,-96.6228348,75043
506 DORAL PL GARLAND TX 75043,3,2.0,1977,1584,7131,279158,32.849258,-96.6211237,75043
518 DORAL PL GARLAND TX 75043,3,2.0,1977,2324,7131,319309,32.8488892,-96.6215325,75043
514 GRINNELL DR GARLAND TX 75043,3,2.0,1978,1614,7131,289507,32.8485258,-96.6206126,75043
522 GRINNELL DR GARLAND TX 75043,3,2.0,1977,1584,7131,266718,32.8482601,-96.620915,75043
534 GRINNELL DR GARLAND TX 75043,3,2.0,1977,1775,7131,305518,32.847931,-96.6213323,75043
606 GRINNELL DR GARLAND TX 75043,3,2.0,1977,1690,7131,299209,32.8474697,-96.6219245,75043
913 ALAMO LN GARLAND TX 75040,3,2.0,1959,1880,8751,302566,32.9280389,-96.6423912,75040
918 BANDERA LN GARLAND TX 75040,3,2.5,1962,1661,8124,278360,32.9284891,-96.6425791,75040
814 BANDERA LN GARLAND TX 75040,3,2.0,1962,1596,8124,292204,32.9285123,-96.6404917,75040
909 BANDERA LN GARLAND TX 75040,3,1.0,1960,1456,8124,284845,32.9289473,-96.6422034,75040
2513 CREIGHTON DR GARLAND TX 75044,3,2.0,1983,1834,7131,314533,32.9398017,-96.6666932,75044
1318 CROCKETT ST GARLAND TX 75040,3,2.5,1963,1090,9518,252953,32.9259927,-96.6479165,75040
1206 CROCKETT ST GARLAND TX 75040,4,1.0,1963,1425,7139,279674,32.9259709,-96.6462531,75040
1113 BOWIE ST GARLAND TX 75040,3,1.5,1962,1173,7139,251049,32.9254527,-96.6454158,75040
1117 BOWIE ST GARLAND TX 75040,3,2.5,1963,1211,7139,262700,32.9254887,-96.6456309,75040
1213 HILLCREST DR GARLAND TX 75040,4,1.5,1959,965,10202,236422,32.9248867,-96.64466,75040
1201 HILLCREST DR GARLAND TX 75040,3,1.5,1962,1192,10285,260395,32.924359,-96.6446248,75040
707 SANTIAGO DR GARLAND TX 75043,3,2.0,1986,1497,5245,295507,32.8528261,-96.6325639,75043
714 SANTIAGO DR GARLAND TX 75043,3,2.0,1985,2054,6351,291054,32.8525062,-96.6320671,75043
722 SANTIAGO DR GARLAND TX 75043,3,2.0,1986,1654,4265,282603,32.8522577,-96.6325877,75043
2705 NOVA DR GARLAND TX 75044,2,2.0,1984,1176,4321,270740,32.9513157,-96.6696267,75044
2817 BIG OAKS DR GARLAND TX 75044,3,2.0,1986,1761,6447,398746,32.9402948,-96.6701876,75044
1409 FRIO LN GARLAND TX 75040,3,2.0,1980,1346,9762,270319,32.9228014,-96.6010105,75040
1541 NUECES DR GARLAND TX 75040,3,2.0,1979,1301,7079,275010,32.926132,-96.602327,75040
1521 NUECES DR GARLAND TX 75040,3,2.0,1979,1605,7079,275897,32.9257967,-96.6032218,75040
1509 NUECES DR GARLAND TX 75040,3,2.0,1979,1367,7079,277012,32.9255927,-96.6037642,75040
1922 PALO DURO DR GARLAND TX 75040,3,2.0,1979,1433,7200,282319,32.9233796,-96.6025125,75040
1829 PALO DURO DR GARLAND TX 75040,3,2.0,1979,1419,7079,304887,32.9247819,-96.603347,75040
1804 CONCHO DR GARLAND TX 75040,3,2.0,1979,1346,7079,278632,32.9251414,-96.6031801,75040
1922 CONCHO DR GARLAND TX 75040,3,2.0,1979,1556,7079,289939,32.9236932,-96.6015529,75040
1833 ANGELINA DR GARLAND TX 75040,3,2.0,1980,1418,7802,281704,32.9248331,-96.6007185,75040
2802 DUKESWOOD DR GARLAND TX 75040,3,2.0,1986,1886,6965,325878,32.9412893,-96.6251186,75040
2813 DUKESWOOD DR GARLAND TX 75040,3,2.0,1989,1667,7113,349074,32.9419129,-96.6251399,75040
2729 DUKESWOOD DR GARLAND TX 75040,3,2.0,1988,1886,6813,378582,32.9410995,-96.6241941,75040
2831 BIG OAKS DR GARLAND TX 75044,3,3.0,1986,1716,5632,387894,32.9408053,-96.6708041,75044
2814 HICKORY BEND DR GARLAND TX 75044,3,2.0,1984,1847,5672,365635,32.9412928,-96.6711412,75044
1318 ALAMO LN GARLAND TX 75040,3,1.5,1960,1612,7919,279912,32.9276857,-96.6479186,75040
1310 BANDERA LN GARLAND TX 75040,3,2.0,1957,1498,8124,276954,32.9285407,-96.6473804,75040
1105 ALAMO LN GARLAND TX 75040,3,1.5,1961,1512,8124,285554,32.9280581,-96.6449171,75040
1118 BANDERA LN GARLAND TX 75040,3,2.0,1961,1624,11683,296714,32.9284632,-96.6456473,75040
1001 BANDERA LN GARLAND TX 75040,3,1.0,1959,1589,12837,280423,32.9290075,-96.6438935,75040
1009 BANDERA LN GARLAND TX 75040,3,2.0,1956,1543,8002,258713,32.9289613,-96.6442889,75040
1013 BANDERA LN GARLAND TX 75040,3,2.0,1957,1500,8002,278869,32.9289794,-96.6444986,75040
1109 BANDERA LN GARLAND TX 75040,3,1.0,1958,1199,8002,257852,32.9289436,-96.6453148,75040
906 ALAMO LN GARLAND TX 75040,3,2.0,1963,1532,9034,287748,32.9276149,-96.6420657,75040
813 ALAMO LN GARLAND TX 75040,4,2.0,1959,1195,8124,272660,32.9280324,-96.6404499,75040
2737 HICKORY BEND DR GARLAND TX 75044,3,2.0,1985,2325,5371,372243,32.94131,-96.6700945,75044
2710 BIG OAKS DR GARLAND TX 75044,3,2.0,1985,2088,11461,403045,32.9383081,-96.6698514,75044
2806 HICKORY BEND DR GARLAND TX 75044,3,2.0,1985,2000,5689,373512,32.9411354,-96.6708189,75044
2706 HICKORY BEND DR GARLAND TX 75044,3,2.0,1987,1781,5249,386656,32.939969,-96.6696395,75044
2857 STONERIDGE DR GARLAND TX 75044,3,2.5,1985,1752,5737,345996,32.9425884,-96.671642,75044
2822 STONERIDGE DR GARLAND TX 75044,3,2.0,1983,1732,5776,309071,32.9418213,-96.6703465,75044
2874 STONERIDGE DR GARLAND TX 75044,3,2.0,1983,1891,5144,385453,32.9418064,-96.6723983,75044
2878 STONERIDGE DR GARLAND TX 75044,3,2.0,1983,1509,5249,329015,32.9417026,-96.6725248,75044
2882 STONERIDGE DR GARLAND TX 75044,3,2.0,1984,1745,6826,336126,32.9416147,-96.6726037,75044
3205 BIG OAKS DR GARLAND TX 75044,3,2.0,1984,1632,5502,367023,32.9446818,-96.6772167,75044
2843 LAUREL OAKS DR GARLAND TX 75044,3,2.0,1982,1674,7244,331039,32.9431146,-96.6772744,75044
2717 CORLEY DR GARLAND TX 75040,2,2.0,1988,1671,12079,289984,32.9420871,-96.6239519,75040
2906 KINGSWOOD DR GARLAND TX 75040,3,2.0,1986,2146,7240,326944,32.9437424,-96.6239415,75040
2802 KINGSWOOD DR GARLAND TX 75040,3,2.0,1994,2138,7174,380408,32.9414927,-96.6231357,75040
3618 AURIGA DR GARLAND TX 75044,3,2.5,1982,1619,4770,307278,32.9504432,-96.6656346,75044
821 MELROSE ST GARLAND TX 75040,4,2.0,1953,1456,8102,280158,32.9270921,-96.6408257,75040
1309 MELROSE ST GARLAND TX 75040,3,2.0,1940,989,7680,235495,32.9272192,-96.6475057,75040
1318 MELROSE ST GARLAND TX 75040,3,1.5,1959,1269,9361,259926,32.9268599,-96.647907,75040
1214 MELROSE ST GARLAND TX 75040,3,1.0,1959,1136,7200,211731,32.9268528,-96.6465663,75040
1210 MELROSE ST GARLAND TX 75040,3,1.5,1959,949,7200,220420,32.9268408,-96.6463784,75040
1202 MELROSE ST GARLAND TX 75040,3,2.5,1959,908,7200,233124,32.926863,-96.6459645,75040
1106 MELROSE ST GARLAND TX 75040,3,2.5,1961,1000,7200,247558,32.9268264,-96.6450006,75040
1107 CROCKETT ST GARLAND TX 75040,4,2.0,1963,1069,13103,261058,32.9262314,-96.6450632,75040
1009 ALAMO LN GARLAND TX 75040,3,1.0,1957,1323,8124,246243,32.9280608,-96.6440403,75040
1105 BANDERA LN GARLAND TX 75040,3,1.0,1958,1099,8002,233986,32.9289372,-96.645132,75040
833 ALAMO LN GARLAND TX 75040,3,1.5,1959,1584,8124,237243,32.9280186,-96.6415354,75040
2504 CRESTEDGE DR GARLAND TX 75044,3,2.0,1983,2362,6813,369386,32.9396081,-96.6655937,75044
2506 CREIGHTON DR GARLAND TX 75044,4,2.0,1984,2075,7588,392457,32.9393376,-96.6660046,75044
2530 BIG OAKS DR GARLAND TX 75044,3,2.0,1985,1887,9640,391532,32.9384842,-96.6672158,75044
2501 PEPPERIDGE DR GARLAND TX 75044,3,2.0,1988,1906,6582,416510,32.9381678,-96.665754,75044
2516 PEBBLESTONE DR GARLAND TX 75044,3,2.0,1984,1882,12828,399594,32.9369452,-96.6656705,75044
2413 FULTON DR GARLAND TX 75044,3,2.5,1987,3550,9601,570549,32.9369802,-96.6683017,75044
2621 BIG OAKS DR GARLAND TX 75044,3,2.0,1989,1743,5881,362105,32.9383591,-96.6688467,75044
2626 HICKORY BEND DR GARLAND TX 75044,3,2.0,1991,2724,5985,429474,32.9395098,-96.669432,75044
2721 BIG OAKS DR GARLAND TX 75044,3,2.0,1986,1750,5249,373353,32.9390313,-96.6697016,75044
2725 BIG OAKS DR GARLAND TX 75044,3,2.0,1986,1801,5249,340388,32.9391443,-96.6697207,75044
2813 HICKORY BEND DR GARLAND TX 75044,3,2.0,1986,1850,5314,371853,32.9416809,-96.6709539,75044
2722 BIG OAKS DR GARLAND TX 75044,3,2.0,1984,1797,6726,350994,32.9388612,-96.6701945,75044
2823 BIG OAKS DR GARLAND TX 75044,3,2.5,1985,1971,6098,394697,32.9405109,-96.6703904,75044
2843 BIG OAKS DR GARLAND TX 75044,3,2.0,1985,1745,6987,356910,32.9409402,-96.6714317,75044
2726 HICKORY BEND DR GARLAND TX 75044,3,2.5,1986,2075,5798,385162,32.940623,-96.6699787,75044
2869 STONERIDGE DR GARLAND TX 75044,3,1.0,1985,1784,5249,343083,32.9424721,-96.6721507,75044
2818 STONERIDGE DR GARLAND TX 75044,3,2.0,1983,1810,5711,366146,32.941735,-96.6701482,75044
2839 LAUREL OAKS DR GARLAND TX 75044,3,2.0,1983,1791,5201,377780,32.9428923,-96.6771149,75044
2810 LAUREL OAKS DR GARLAND TX 75044,3,2.0,1983,1728,5001,332112,32.94208297438952,-96.67622068049796,75044
830 BANDERA LN GARLAND TX 75040,3,1.5,1959,1444,8124,273923,32.9285348,-96.6413058,75040
813 BANDERA LN GARLAND TX 75040,3,2.0,1960,1495,8124,287385,32.9289528,-96.6404499,75040
829 BANDERA LN GARLAND TX 75040,3,1.5,1960,1393,8124,300367,32.9289501,-96.6413266,75040
2510 CREIGHTON DR GARLAND TX 75044,3,2.0,1984,1947,7475,364122,32.9393636,-96.6662205,75044
2534 CREIGHTON DR GARLAND TX 75044,3,2.0,1984,2147,8738,434790,32.9393428,-96.6675499,75044
2541 PEPPERIDGE DR GARLAND TX 75044,3,2.0,1985,1919,12332,380048,32.9375006,-96.6682978,75044
2525 PEPPERIDGE DR GARLAND TX 75044,3,2.0,1985,2056,11330,401111,32.9379494,-96.6673828,75044
2212 FULTON DR GARLAND TX 75044,4,2.5,1984,2154,10206,434308,32.9353743,-96.6655452,75044
2405 FULTON DR GARLAND TX 75044,3,3.0,1988,3501,9601,558814,32.9366704,-96.6679467,75044
2821 STONERIDGE DR GARLAND TX 75044,3,2.0,1984,1738,5458,379698,32.94222,-96.6701783,75044
2806 STONERIDGE DR GARLAND TX 75044,3,2.0,1984,1738,6094,312895,32.9414819,-96.6697764,75044
2814 STONERIDGE DR GARLAND TX 75044,3,2.0,1983,1578,58286636,4499038,32.9416518,-96.6700647,75044
2801 BIG OAKS DR GARLAND TX 75044,4,2.0,1984,1985,6299,421262,32.939732,-96.6699339,75044
2742 HICKORY BEND DR GARLAND TX 75044,3,2.0,1986,2082,5689,359235,32.9410084,-96.6705164,75044
2846 STONERIDGE DR GARLAND TX 75044,3,2.5,1984,1667,5249,327396,32.9421288,-96.6712756,75044
3229 LAUREL OAKS CT GARLAND TX 75044,3,2.0,1983,1575,6900,331032,32.9441196,-96.6740612,75044
3218 LAUREL OAKS CT GARLAND TX 75044,3,2.0,1982,1505,5001,386489,32.9441967,-96.6784098,75044
3212 LAUREL OAKS CT GARLAND TX 75044,3,2.0,1983,1774,5001,390104,32.943864,-96.6780756,75044
3208 LAUREL OAKS CT GARLAND TX 75044,3,2.0,1982,1648,6869,330529,32.943656,-96.6778668,75044
3206 LAUREL OAKS CT GARLAND TX 75044,3,2.0,1981,1707,6730,329486,32.9435796,-96.6776579,75044
2710 LAUREL OAKS DR GARLAND TX 75044,3,2.0,1983,1752,5502,359969,32.9410828,-96.674358,75044
2734 LAUREL OAKS DR GARLAND TX 75044,3,2.0,1982,2086,5702,380690,32.9414674,-96.6753251,75044
1121 CROCKETT ST GARLAND TX 75040,3,1.5,1963,965,7802,226493,32.9263438,-96.6458356,75040
1314 CROCKETT ST GARLAND TX 75040,3,2.5,1963,901,7379,227164,32.926033,-96.6476658,75040
1202 CROCKETT ST GARLAND TX 75040,3,1.5,1963,908,7379,224068,32.9259798,-96.6460861,75040
1106 CROCKETT ST GARLAND TX 75040,3,1.5,1963,1259,7802,263069,32.9258162,-96.6450423,75040
1122 MILL RIVER DR GARLAND TX 75043,3,2.0,1968,1662,7488,303917,32.8533101,-96.6423286,75043
1005 TAHOE DR GARLAND TX 75043,3,2.0,1967,1569,7488,281897,32.8545144,-96.6402861,75043
1021 BIRCHWOOD DR GARLAND TX 75043,3,2.0,1968,1617,7606,293065,32.8534845,-96.6402144,75043
1001 BIRCHWOOD DR GARLAND TX 75043,3,2.0,1969,1704,9361,291379,32.8540778,-96.6394072,75043
921 ROCKLEDGE DR GARLAND TX 75043,3,2.0,1967,1382,7488,311078,32.8538805,-96.6383344,75043
805 ROCKLEDGE DR GARLAND TX 75043,3,2.0,1967,1235,8002,272624,32.8551503,-96.6359466,75043
3118 BIG OAKS DR GARLAND TX 75044,3,2.0,1984,1786,7148,324089,32.944179,-96.6762794,75044
3106 BIG OAKS DR GARLAND TX 75044,3,2.0,1983,1628,7562,357651,32.9440283,-96.67582,75044
3022 BIG OAKS DR GARLAND TX 75044,3,2.0,1983,1620,5001,393456,32.9432641,-96.6753605,75044
914 MILKY WAY  GARLAND TX 75040,3,2.0,1969,1559,7488,258277,32.9265498,-96.6192705,75040
921 ONTARIO DR GARLAND TX 75040,4,2.0,1970,1492,7488,285256,32.9253328,-96.6194543,75040
1514 YUKON DR GARLAND TX 75040,3,2.0,1970,1356,7501,285981,32.9259806,-96.6163243,75040
1110 ONTARIO DR GARLAND TX 75040,3,2.0,1970,938,8050,195212,32.9249534,-96.616741,75040
926 ONTARIO DR GARLAND TX 75040,3,1.5,1970,960,15094,265865,32.9249493,-96.6192456,75040
1017 FOXE BASIN DR GARLAND TX 75040,3,2.5,1970,1038,7488,254654,32.9236836,-96.6174986,75040
1013 FOXE BASIN DR GARLAND TX 75040,3,1.5,1970,1170,7488,219641,32.9237108,-96.6177671,75040
1206 YUKON DR GARLAND TX 75040,4,2.0,1970,1962,10376,327375,32.923157,-96.6159736,75040
1314 YUKON DR GARLAND TX 75040,4,2.0,1970,1898,10376,308156,32.9242527,-96.6160374,75040
821 BANDERA LN GARLAND TX 75040,3,1.5,1960,1454,8124,289035,32.9289723,-96.6409092,75040
825 BANDERA LN GARLAND TX 75040,3,1.0,1960,1310,8124,260967,32.9289612,-96.6411179,75040
2817 HICKORY BEND DR GARLAND TX 75044,3,2.0,1985,1840,5863,329217,32.9417657,-96.6713068,75044
2810 BIG OAKS DR GARLAND TX 75044,3,2.0,1985,2068,5798,369128,32.9397861,-96.6705639,75044
2842 BIG OAKS DR GARLAND TX 75044,3,2.0,1984,1774,6695,388360,32.9405059,-96.6716221,75044
2834 STONERIDGE DR GARLAND TX 75044,3,2.0,1983,1754,5249,371530,32.9419429,-96.6707899,75044
2517 CREIGHTON DR GARLAND TX 75044,3,2.0,1983,1702,7475,382884,32.9398511,-96.666966,75044
2537 BIG OAKS DR GARLAND TX 75044,3,2.5,1984,1859,9779,385779,32.9389543,-96.6675368,75044
2533 PEPPERIDGE DR GARLAND TX 75044,3,2.0,1986,1856,8503,412514,32.9377496,-96.6678423,75044
2602 BIG OAKS DR GARLAND TX 75044,3,3.0,1986,2142,9200,473532,32.9382746,-96.6676006,75044
1206 ONTARIO DR GARLAND TX 75040,3,1.5,1970,1272,7623,289316,32.9250767,-96.6157894,75040
2722 HICKORY BEND DR GARLAND TX 75044,3,2.0,1984,2028,5850,367314,32.9404902,-96.6698506,75044
2845 STONERIDGE DR GARLAND TX 75044,3,2.0,1984,1622,5776,364543,32.9425347,-96.6711255,75044
2802 STONERIDGE DR GARLAND TX 75044,3,2.0,1984,1745,6046,362925,32.9414072,-96.6696428,75044
2870 STONERIDGE DR GARLAND TX 75044,3,2.0,1984,1814,6194,318760,32.9419379,-96.6722657,75044
3221 LAUREL OAKS CT GARLAND TX 75044,3,2.0,1981,2355,6434,385017,32.944493,-96.678012,75044
3226 LAUREL OAKS CT GARLAND TX 75044,3,2.0,1983,1768,9901,371996,32.9446842,-96.6788089,75044
3220 LAUREL OAKS CT GARLAND TX 75044,3,2.0,1982,1868,5000,319488,32.9443237,-96.6784933,75044
3204 LAUREL OAKS CT GARLAND TX 75044,3,2.0,1981,1520,5502,323911,32.9435481,-96.6774933,75044
2813 LAUREL OAKS DR GARLAND TX 75044,3,2.0,1982,1826,5001,401863,32.9420118,-96.6766554,75044
2739 LAUREL OAKS DR GARLAND TX 75044,3,2.0,1982,1630,4800,334211,32.9411385,-96.6757782,75044
2525 BIG OAKS DR GARLAND TX 75044,3,2.0,1987,2554,7819,429243,32.9390071,-96.6668608,75044
3028 BIG OAKS DR GARLAND TX 75044,3,2.0,1983,1838,5001,408634,32.9434743,-96.6755276,75044
3002 BIG OAKS DR GARLAND TX 75044,3,2.0,1983,1715,5101,358331,32.9425177,-96.6745668,75044
2902 BIG OAKS DR GARLAND TX 75044,3,2.0,1983,1739,5998,378042,32.941556,-96.6732929,75044
2917 BIG OAKS DR GARLAND TX 75044,3,2.0,1983,1571,5001,338581,32.9422656,-96.6734326,75044
2514 CREIGHTON DR GARLAND TX 75044,3,2.0,1983,2010,7475,360411,32.9393721,-96.6664446,75044
2533 BIG OAKS DR GARLAND TX 75044,4,2.0,1985,2097,10049,374652,32.9389699,-96.6673067,75044
2809 OAK POINT DR GARLAND TX 75044,5,3.5,1985,3566,9949,545142,32.9358816,-96.671643,75044
861 CROCKETT ST GARLAND TX 75040,2,1.0,1954,1063,7897,208397,32.9261573,-96.6427461,75040
1010 RAVENCROFT DR GARLAND TX 75043,3,2.0,1969,1288,7022,278140,32.8477984,-96.6347787,75043
1009 HERITAGE DR GARLAND TX 75043,3,2.0,1969,1494,7723,272191,32.8468316,-96.6338124,75043
1005 BRIAR WAY  GARLAND TX 75043,3,2.0,1969,1506,7523,277225,32.8476506,-96.634317,75043
926 BRIAR WAY  GARLAND TX 75043,3,2.0,1969,1474,8159,282095,32.847867,-96.6333115,75043
913 HERITAGE CIR GARLAND TX 75043,3,2.0,1969,1482,7183,260866,32.8477134,-96.6328928,75043
1314 NORTHLAKE DR GARLAND TX 75040,3,2.5,1970,2024,10711,324132,32.9240576,-96.6187031,75040
814 QUEBEC DR GARLAND TX 75040,3,2.0,1970,1092,7501,253457,32.9244725,-96.6206359,75040
838 QUEBEC DR GARLAND TX 75040,3,2.0,1970,1231,7501,277713,32.9236983,-96.619842,75040
1002 QUEBEC DR GARLAND TX 75040,3,2.0,1970,1031,7501,229566,32.9228269,-96.6189367,75040
1030 QUEBEC DR GARLAND TX 75040,3,2.5,1970,960,7575,232641,32.9224583,-96.6174511,75040
818 HUDSON DR GARLAND TX 75043,3,1.0,1969,1214,8002,260404,32.8482076,-96.6318505,75043
2405 GOLDEN OAKS DR GARLAND TX 75044,3,2.0,1983,1854,8760,390558,32.9368819,-96.678808,75044
2325 DIAMOND OAKS DR GARLAND TX 75044,3,2.0,1983,2128,11304,436651,32.9365214,-96.6788075,75044
2502 DIAMOND OAKS DR GARLAND TX 75044,3,2.0,1982,1759,8520,383793,32.9371804,-96.6768642,75044
1417 CARRIAGE LN GARLAND TX 75043,4,3.5,1977,2617,16601,408945,32.8771356,-96.6081454,75043
2122 DIAMOND OAKS DR GARLAND TX 75044,3,2.5,1985,1906,9056,411565,32.9337415,-96.6756111,75044
2306 ROCKY TRL GARLAND TX 75044,3,2.5,1985,2412,11395,410231,32.9362475,-96.6762794,75044
2209 MOSS TRL GARLAND TX 75044,4,3.0,1987,1775,8799,486818,32.934928,-96.6762895,75044
3126 OAK POINT DR GARLAND TX 75044,4,3.0,1985,2417,9775,408231,32.9347078,-96.6770201,75044
2810 WILLOW RIDGE DR GARLAND TX 75044,3,2.0,1985,2081,8250,394968,32.9314903,-96.6730423,75044
2817 OAK SPRINGS DR GARLAND TX 75044,4,3.0,1993,3179,10498,574261,32.9344864,-96.6724466,75044
2813 OAK SPRINGS DR GARLAND TX 75044,4,3.0,1992,2594,10498,543572,32.9343604,-96.6722278,75044
3601 CLOVER MEADOW DR GARLAND TX 75043,3,2.0,1977,2080,8851,346014,32.8410459,-96.5771917,75043
3513 CLOVER MEADOW DR GARLAND TX 75043,3,2.0,1977,2080,7553,326067,32.8399712,-96.5776088,75043
3510 CLOVER MEADOW DR GARLAND TX 75043,3,2.0,1977,1766,7436,317975,32.8396399,-96.5772334,75043
3522 CLOVER MEADOW DR GARLAND TX 75043,3,2.0,1977,1968,7196,311129,32.8401378,-96.5769415,75043
3610 CLOVER MEADOW DR GARLAND TX 75043,3,2.0,1977,1778,7789,304115,32.841342,-96.5765661,75043
3622 CLOVER MEADOW DR GARLAND TX 75043,3,2.0,1977,1960,7671,320697,32.8417961,-96.5762742,75043
3510 ARBOR TRL GARLAND TX 75043,3,2.0,1977,2113,7436,310594,32.839245,-96.5763993,75043
3610 ARBOR TRL GARLAND TX 75043,3,2.0,1977,1756,9910,293052,32.8409954,-96.5756486,75043
1201 SYLVAN DR GARLAND TX 75040,4,2.0,1953,1732,9213,219600,32.9243552,-96.6436619,75040
1113 SYLVAN DR GARLAND TX 75040,3,1.0,1953,1021,10202,232028,32.9239395,-96.6435673,75040
5818 ROBINGLEN DR GARLAND TX 75043,3,2.0,1996,1702,10677,320909,32.8420467,-96.5815646,75043
5806 ROBINGLEN DR GARLAND TX 75043,4,2.0,1996,1766,13695,339119,32.8424586,-96.5820248,75043
3401 OVERGLEN DR GARLAND TX 75043,3,2.0,1976,1538,7079,262980,32.8442593,-96.5800357,75043
3309 EDGECLIFF DR GARLAND TX 75043,3,2.0,1976,1850,7671,301234,32.8432211,-96.5805064,75043
3302 EDGECLIFF DR GARLAND TX 75043,3,2.0,1976,1895,8699,293334,32.8426417,-96.5806245,75043
3337 MEADOW OAKS DR GARLAND TX 75043,3,2.0,1976,2186,12070,325199,32.8425584,-96.5798971,75043
3329 MEADOW OAKS DR GARLAND TX 75043,3,2.0,1976,1917,7379,284684,32.8422263,-96.5799556,75043
3346 MEADOW OAKS DR GARLAND TX 75043,3,2.0,1976,1510,9514,278794,32.8429543,-96.5792771,75043
3406 MEADOW OAKS DR GARLAND TX 75043,3,2.0,1976,2195,9592,347285,32.8432746,-96.5790268,75043
1109 DANDELION DR GARLAND TX 75043,3,1.5,1978,1758,8281,286671,32.8562701,-96.589617,75043
1205 DANDELION DR GARLAND TX 75043,3,2.0,1978,1844,8682,299282,32.8569691,-96.5888706,75043
1521 MEADOWBROOK DR GARLAND TX 75042,4,2.0,1948,1272,14702,240588,32.9201086,-96.6538641,75042
1508 MEADOWBROOK DR GARLAND TX 75042,4,2.0,1948,1152,15002,231770,32.9196939,-96.652789,75042
1501 MAPLE DR GARLAND TX 75042,9,3.0,1948,3696,15002,367791,32.9192314,-96.6522192,75042
1504 MAPLE DR GARLAND TX 75042,4,2.0,1948,1392,15002,247719,32.9187543,-96.6525579,75042
